央视频道,#genre#
CCTV13新闻,http://110.42.52.180:6688/live/live.php?token=1yeiVihw&id=cctv13&zy.m3u8
CCTV13新闻,http://173.208.212.130:8181/1080p/cctv13.m3u8

CCTV14少儿,http://mg.cttv.vip/624878440
CCTV14少儿,http://47.100.80.251:50001/624878440
CCTV14少儿,http://110.42.52.180:6688/live/live.php?token=1yeiVihw&id=cctv14
CCTV14少儿,http://173.208.212.130:8181/1080p/cctv14.m3u8

CCTV15音乐,http://mg.cttv.vip/673168223
CCTV15音乐,http://47.100.80.251:50001/673168223
CCTV15音乐,http://110.42.52.180:6688/live/live.php?token=1yeiVihw&id=cctv15&zy.m3u8
CCTV15音乐,http://173.208.212.130:8181/1080p/cctv15.m3u8

CCTV16,http://rihou.cc:555/tv/[mg]CCTV-16
CCTV16,http://j.s.bkpcp.top/jj/cctv16
CCTV16,http://38.75.136.137:98/gslb/dsdqpub/cctv16hd.m3u8?auth=testpub
CCTV16,http://173.208.212.130:8181/1080p/cctv16.m3u8

CCTV17,http://mg.cttv.vip/673168256
CCTV17,http://47.100.80.251:50001/673168256
CCTV17,http://110.42.52.180:6688/live/live.php?token=1yeiVihw&id=cctv17&zy.m3u8
CCTV17,http://173.208.212.130:8181/1080p/cctv17.m3u8

CCTV5+,http://mg.cttv.vip/641886773
CCTV5+,http://110.42.52.180:6688/live/live.php?token=1yeiVihw&id=cctv5p&zy.m3u8
CCTV5+,http://47.100.80.251:50001/641886773
CCTV5+,http://173.208.212.130:8181/1080p/cctv5p.m3u8

CCTV1综合,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226635/1.m3u8
CCTV2财经,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226739/1.m3u8
CCTV3综艺,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226720/1.m3u8
CCTV4中文国际,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226725/1.m3u8
CCTV5体育,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226731/1.m3u8
CCTV5+,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226711/1.m3u8
CCTV6电影,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226699/1.m3u8
CCTV7军农,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226721/1.m3u8
CCTV8电视剧,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226715/1.m3u8
CCTV9纪录,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226651/1.m3u8
CCTV10科教,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226708/1.m3u8
CCTV11戏曲,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226714/1.m3u8
CCTV12,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226723/1.m3u8
CCTV13新闻,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226717/1.m3u8
CCTV14少儿,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226645/1.m3u8
CCTV15音乐,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226648/1.m3u8
CCTV16,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226825/1.m3u8
CCTV17,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226660/1.m3u8

卫视频道,#genre#

湖南卫视,http://173.208.212.130:8181/1080p/hnws.m3u8
湖南卫视,http://110.42.52.180:6688/live/live.php?token=1yeiVihw&id=hunws&zy.m3u8
湖南卫视,http://107.150.60.122/live/hnwshd.m3u8
湖南卫视,http://192.151.150.154/live/hnwshd.m3u8

浙江卫视,http://173.208.212.130:8181/1080p/zjws.m3u8
浙江卫视,http://110.42.52.180:6688/live/live.php?token=1yeiVihw&id=zjws&zy.m3u8
浙江卫视,https://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8?
浙江卫视,http://111.8.242.102:9999/tsfile/live/1064_1.m3u8?key=txiptv&playlive=1&authid=0

江苏卫视,http://173.208.212.130:8181/1080p/jsws.m3u8
江苏卫视,http://110.42.52.180:6688/live/live.php?token=1yeiVihw&id=jsws&zy.m3u8
江苏卫视,http://go.bkpcp.top/mg/jsws$咪咕源
江苏卫视,http://222.86.15.171:9999/tsfile/live/0127_1.m3u8?key=txiptv&playlive=0&authid=0

安徽卫视,http://173.208.212.130:8181/1080p/ahwss.m3u8
安徽卫视,http://110.42.52.180:6688/live/live.php?token=1yeiVihw&id=ahws&zy.m3u8
安徽卫视,http://go.bkpcp.top/mg/ahws 
安徽卫视,http://222.86.15.171:9999/tsfile/live/0130_1.m3u8?key=txiptv&playlive=0&authid=0

北京卫视,http://173.208.212.130:8181/1080p/bjws.m3u8
北京卫视,http://rihou.cc:555/tv/[mg]北京卫视
北京卫视,https://hsplay-360.v.btime.com/live_btime/btv_sn_20170706_s41/index.m3u8?time=1749227137&sign=ea5bcf63d1a1e8ae634f83b70186337f
北京卫视,http://222.86.15.171:9999/tsfile/live/0122_1.m3u8?key=txiptv&playlive=0&authid=0

天津卫视,http://173.208.212.130:8181/1080p/tjws.m3u8
天津卫视,http://115.29.208.41:34567/gd.php?id=tjws&kl=www.9kds.com
天津卫视,http://k.061899.xyz/m.php?id=tjws 
天津卫视,http://222.86.15.171:9999/tsfile/live/0135_1.m3u8?key=txiptv&playlive=0&authid=0

辽宁卫视,http://173.208.212.130:8181/1080p/lnws.m3u8
辽宁卫视,http://115.29.208.41:34567/gd.php?id=lnws&kl=www.9kds.com
辽宁卫视,http://go.bkpcp.top/mg/lnws$咪咕源
辽宁卫视,http://222.86.15.171:9999/tsfile/live/0121_1.m3u8?key=txiptv&playlive=0&authid=0

山东卫视,http://173.208.212.130:8181/1080p/sdws.m3u8
山东卫视,http://rihou.cc:555/tv/[mg]山东卫视
山东卫视,http://go.bkpcp.top/mg/sdws$咪咕源
山东卫视,http://222.86.15.171:9999/tsfile/live/0131_1.m3u8?key=txiptv&playlive=0&authid=0

黑龙江卫视,http://173.208.212.130:8181/1080p/hljws.m3u8
黑龙江卫视,http://115.29.208.41:34567/gd.php?id=hljws&kl=www.9kds.com
黑龙江卫视,http://k.061899.xyz/m.php?id=hljws
黑龙江卫视,http://222.86.15.171:9999/tsfile/live/0143_1.m3u8?key=txiptv&playlive=0&authid=0

深圳卫视,http://173.208.212.130:8181/1080p/szws.m3u8
深圳卫视,http://61.178.227.57:9901/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://107.150.60.122/live/szwshd.m3u8
深圳卫视,http://198980.xyz:8888/rtp/239.49.8.145:6000

湖北卫视,http://173.208.212.130:8181/1080p/hbws.m3u8
湖北卫视,http://115.29.208.41:34567/gd.php?id=hbws&kl=www.9kds.com
湖北卫视,http://go.bkpcp.top/mg/hubws$咪咕源
湖北卫视,http://222.86.15.171:9999/tsfile/live/0132_1.m3u8?key=txiptv&playlive=0&authid=0

河北卫视,http://lsa.familyds.com:8188/udp/239.77.1.214:5146
河北卫视,http://115.29.208.41:34567/gd.php?id=hebws&kl=www.9kds.com
河北卫视,http://k.061899.xyz/m.php?id=hbws 
河北卫视,http://198980.xyz:8888/rtp/239.49.8.114:8000

贵州卫视,http://110.42.52.180:6688/live/live.php?token=1yeiVihw&id=gzws
贵州卫视,http://115.29.208.41:34567/gd.php?id=gzws&kl=www.9kds.com
贵州卫视,http://go.bkpcp.top/mg/gzws$咪咕源
贵州卫视,http://222.86.15.171:9999/tsfile/live/1000_1.m3u8?key=txiptv&playlive=0&authid=0

东南卫视,http://173.208.212.130:8181/1080p/dnws.m3u8
东南卫视,http://115.29.208.41:34567/gd.php?id=dnws&kl=www.9kds.com
东南卫视,http://go.bkpcp.top/mg/dnws$咪咕源
东南卫视,http://198980.xyz:8888/rtp/239.49.8.112:8000

广东卫视,http://173.208.212.130:8181/1080p/gdws.m3u8
广东卫视,http://rihou.cc:555/tv/[mg]广东卫视
广东卫视,http://go.bkpcp.top/mg/gdws$咪咕源
广东卫视,http://222.86.15.171:9999/tsfile/live/0125_1.m3u8?key=txiptv&playlive=0&authid=0

青海卫视,http://lsa.familyds.com:8188/udp/239.77.0.71:5146
青海卫视,http://61.178.227.57:9901/tsfile/live/0140_1.m3u8?key=txiptv&playlive=1&authid=0
青海卫视,http://go.bkpcp.top/mg/qhws$咪咕源
青海卫视,http://198980.xyz:8888/rtp/239.49.0.81:8000

西藏卫视,http://lsa.familyds.com:8188/udp/239.77.0.74:5146
西藏卫视,http://61.178.227.57:9901/tsfile/live/0111_1.m3u8?key=txiptv&playlive=1&authid=0
西藏卫视,http://go.bkpcp.top/mg/xzws$咪咕源
西藏卫视,http://198980.xyz:8888/rtp/239.49.1.56:8000

内蒙古卫视,http://lsa.familyds.com:8188/udp/239.77.0.70:5146
内蒙古卫视,http://106.115.24.3:9901/tsfile/live/1047_1.m3u8?key=txiptv&playlive=1&authid=0
内蒙古卫视,http://go.bkpcp.top/mg/nmws$咪咕源
内蒙古卫视,http://119.91.7.169:2026/ysws.php?id=内蒙古卫视

新疆卫视,http://lsa.familyds.com:8188/udp/239.77.0.75:5146
新疆卫视,http://38.75.136.137:98/gslb/dsdqpub/xjws.m3u8?auth=testpub
新疆卫视,http://go.bkpcp.top/mg/xjws$咪咕源
新疆卫视,http://198980.xyz:8888/rtp/239.49.1.57:8000

兵团卫视,http://lsa.familyds.com:8188/udp/239.77.0.77:5146
兵团卫视,http://38.75.136.137:98/gslb/dsdqpub/btws.m3u8?auth=testpub
兵团卫视,http://61.178.227.57:9901/tsfile/live/0115_1.m3u8?key=txiptv&playlive=1&authid=0
兵团卫视,http://198980.xyz:8888/rtp/239.49.1.58:8000

甘肃卫视,http://lsa.familyds.com:8188/udp/239.77.0.189:5146
甘肃卫视,http://61.178.227.57:9901/tsfile/live/0110_1.m3u8?key=txiptv&playlive=1&authid=0
甘肃卫视,http://go.bkpcp.top/mg/gsws$咪咕源
甘肃卫视,http://198980.xyz:8888/rtp://239.49.0.250:8000

宁夏卫视,http://lsa.familyds.com:8188/udp/239.77.0.73:5146
宁夏卫视,http://115.29.208.41:34567/gd.php?id=nxws&kl=www.9kds.com
宁夏卫视,http://go.bkpcp.top/mg/nxws$咪咕源
宁夏卫视,http://198980.xyz:8888/rtp://239.49.1.60:8000

广西卫视,http://lsa.familyds.com:8188/udp/239.253.43.36:5146
广西卫视,http://115.29.208.41:34567/gd.php?id=gxws&kl=www.9kds.com
广西卫视,http://go.bkpcp.top/mg/gxws$咪咕源
广西卫视,http://198980.xyz:8888/rtp/239.49.8.10:8000

四川卫视,http://lsa.familyds.com:8188/udp/239.77.0.159:5146
四川卫视,http://115.29.208.41:34567/gd.php?id=scws&kl=www.9kds.com
四川卫视,http://go.bkpcp.top/mg/scws$咪咕源
四川卫视,http://198980.xyz:8888/rtp/239.49.8.110:8000

东方卫视,http://lsa.familyds.com:8188/udp/239.77.1.218:5146
东方卫视,http://115.29.208.41:34567/gd.php?id=dfws&kl=www.9kds.com
东方卫视,http://go.bkpcp.top/mg/dfws$咪咕源
东方卫视,http://198980.xyz:8888/rtp/239.49.8.140:6000

吉林卫视,http://lsa.familyds.com:8188/udp/239.77.1.111:5146
吉林卫视,http://61.178.227.57:9901/tsfile/live/0116_1.m3u8?key=txiptv&playlive=1&authid=0
吉林卫视,http://go.bkpcp.top/mg/jlws$咪咕源
吉林卫视,http://198980.xyz:8888/rtp/239.49.8.113:8000

江西卫视,http://lsa.familyds.com:8188/udp/239.77.1.219:5146
江西卫视,http://115.29.208.41:34567/gd.php?id=jxws&kl=www.9kds.com
江西卫视,http://go.bkpcp.top/mg/jxws$咪咕源
江西卫视,http://198980.xyz:8888/rtp/239.49.8.111:8000

河南卫视,http://lsa.familyds.com:8188/udp/239.77.1.229:5146
河南卫视,http://115.29.208.41:34567/gd.php?id=henws&kl=www.9kds.com
河南卫视,http://go.bkpcp.top/mg/hnws$咪咕源
河南卫视,http://198980.xyz:8888/rtp/239.49.8.29:8000

重庆卫视,http://lsa.familyds.com:8188/udp/239.77.1.162:5146
重庆卫视,http://61.178.227.57:9901/tsfile/live/0142_2.m3u8?key=txiptv&playlive=1&authid=0
重庆卫视,http://59.188.94.126:35455/bptv/10000100000000050000000004796458.m3u8
重庆卫视,http://198980.xyz:8888/rtp/239.49.8.149:6000

云南卫视,http://lsa.familyds.com:8188/udp/239.253.43.37:5146
云南卫视,http://115.29.208.41:34567/gd.php?id=ynws&kl=www.9kds.com
云南卫视,http://go.bkpcp.top/mg/ynws$咪咕源
云南卫视,http://198980.xyz:8888/rtp/239.49.0.177:8000

海南卫视,http://lsa.familyds.com:8188/udp/239.253.43.35:5146
海南卫视,http://115.29.208.41:34567/gd.php?id=hanws&kl=www.9kds.com
海南卫视,http://go.bkpcp.top/mg/hinws$咪咕源
海南卫视,http://198980.xyz:8888/rtp/239.49.8.83:8000

山西卫视,http://lsa.familyds.com:8188/udp/239.77.0.69:5146
山西卫视,http://61.178.227.57:9901/tsfile/live/0118_1.m3u8?key=txiptv&playlive=1&authid=0
山西卫视,http://ds.shixd.cn:5957/udp/239.49.0.67:8528
山西卫视,http://198980.xyz:8888/rtp/239.49.1.55:8000

陕西卫视,http://iptv.cqshushu.com/ysws.php?id=snws
陕西卫视,http://61.178.227.57:9901/tsfile/live/0136_1.m3u8?key=txiptv&playlive=1&authid=0
陕西卫视,http://go.bkpcp.top/mg/sxws$咪咕源
陕西卫视,http://119.91.7.169:2026/ysws.php?id=陕西卫视

三沙卫视,https://live.264788.xyz/channel/sanshaweishi?streamid=b0f97355568c17a6d1ca3a67795ee670&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
三沙卫视,http://117.43.156.34:54321/bst/ssws2d5m@2500000.m3u8
三沙卫视,http://123.112.247.10:5555/rtp/239.3.1.155:4120
三沙卫视,http://117.64.102.133:4022/rtp/238.1.78.27:6144

大湾区卫视,http://lsa.familyds.com:8188/udp/239.77.0.215:5146
大湾区卫视,http://tvbox6.icu/tv/dwqws.m3u8
大湾区卫视,http://148.135.93.213/live.php?id=大湾区卫视
大湾区卫视,http://go.bkpcp.top/mg/dwqws



湖南卫视,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226698/1.m3u8$广东移动内网
浙江卫视,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226690/1.m3u8$广东移动内网
江苏卫视,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226692/1.m3u8$广东移动内网
东方卫视,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226734/1.m3u8$广东移动内网
北京卫视,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226719/1.m3u8$广东移动内网
安徽卫视,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226655/1.m3u8$广东移动内网
四川卫视,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226659/1.m3u8$广东移动内网
甘肃卫视,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226662/1.m3u8$广东移动内网
河北卫视,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226665/1.m3u8$广东移动内网
河南卫视,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226668/1.m3u8$广东移动内网
东南卫视,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226670/1.m3u8$广东移动内网
吉林卫视,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226671/1.m3u8$广东移动内网
贵州卫视,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226672/1.m3u8$广东移动内网
重庆卫视,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226680/1.m3u8$广东移动内网
海南卫视,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226679/1.m3u8$广东移动内网
海南卫视,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226683/1.m3u8$广东移动内网
广东卫视,http://39.134.65.208/PLTV/88888888/224/3221225966/main.m3u8$广东移动内网
广西卫视,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226681/1.m3u8$广东移动内网
江西卫视,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226682/1.m3u8$广东移动内网
河北卫视,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226684/1.m3u8$广东移动内网
天津卫视,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226686/1.m3u8$广东移动内网
内蒙古卫视,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226685/1.m3u8$广东移动内网
河南卫视,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226687/1.m3u8$广东移动内网
深圳卫视,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226688/1.m3u8$广东移动内网
宁夏卫视,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226691/1.m3u8$广东移动内网
辽宁卫视,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226689/1.m3u8$广东移动内网
山东卫视,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226693/1.m3u8$广东移动内网
青海卫视,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226696/1.m3u8$广东移动内网
四川卫视,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226697/1.m3u8$广东移动内网
湖北卫视,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226713/1.m3u8$广东移动内网
新疆卫视,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226700/1.m3u8$广东移动内网
兵团卫视,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226661/1.m3u8$广东移动内网
山西卫视,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226704/1.m3u8$广东移动内网
云南卫视,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226709/1.m3u8$广东移动内网
西藏卫视,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226710/1.m3u8$广东移动内网
陕西卫视,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226707/1.m3u8$广东移动内网
黑龙江卫视,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226716/1.m3u8$广东移动内网
潮汕频道,#genre#

汕头小公园,https://gctxyc.liveplay.myqcloud.com/gc/bsszjs_1_md.m3u8#https://gctxyc.liveplay.myqcloud.com:443/gc/bsszjs_1/index.m3u8?contentid=2820180516001#https://gctxyc.liveplay.myqcloud.com:443/gc/bsszjs_1_md.m3u8

汕头1,http://lsa.familyds.com:8188/udp/239.253.43.45:5146
汕头1,http://218.13.148.152:5140/IPTV-广东地方台/汕头综合
汕头1,http://home.szjim.top:4000/rtp/239.253.43.45:5146

汕头2,http://lsa.familyds.com:8188/udp/239.253.43.46:5146
汕头2,http://218.13.148.152:5140/IPTV-广东地方台/汕头经济生活
汕头2,http://home.szjim.top:4000/rtp/239.253.43.46:5146

汕头3,
汕头3,

汕头1HD,http://61.145.188.90:50055/udp/239.253.43.45:5146
汕头2HD,http://61.145.188.90:50055/udp/239.253.43.46:5146
汕头3HD,

汕头1HD,http://218.13.148.152:5140/IPTV-广东地方台/汕头综合
汕头2HD,http://218.13.148.152:5140/IPTV-广东地方台/汕头经济生活
汕头3HD,http://ikuai.cyruslee.top:8888/udp/239.253.43.45:5146

汕头1HD,http://183.7.150.13:5140/广东/汕头新闻综合
汕头2HD,http://183.7.150.13:5140/广东/汕头经济生活
汕头3HD,http://113.86.204.79:9999/udp/239.253.43.47:5146

电信

汕头1电信,http://113.116.247.175:5140/IPTV-广东地方台/汕头综合
汕头1电信,http://8.134.175.232:4022/IPTV-广东电视台/汕头综合
汕头2电信,http://113.116.247.175:5140/IPTV-广东地方台/汕头经济生活
汕头2电信,http://8.134.175.232:4022/IPTV-广东电视台/汕头经济生活
汕头3电信,http://14.216.158.211:8188/rtp/239.253.43.45:5146
汕头3电信,
8


汕头1电信,http://www.1328099.xyz:9688/udp/239.253.43.45:5146
汕头2电信,http://www.1328099.xyz:9688/udp/239.253.43.46:5146
汕头3电信,


揭阳综合高清,http://lsa.familyds.com:8188/udp/239.77.0.229:5146
揭阳生活高清,http://lsa.familyds.com:8188/udp/239.77.0.251:5146
汕尾综合高清,http://lsa.familyds.com:8188/udp/239.77.0.25:5146
汕尾生活高清,http://lsa.familyds.com:8188/udp/239.77.0.187:5146
潮州综合高清,http://lsa.familyds.com:8188/udp/239.253.43.70:5146
潮州民生高清,http://lsa.familyds.com:8188/udp/239.253.43.75:5146


凤凰中文,https://mytv1.kzzc.eu.cc/?url=https://cdn6.cc.cd/163189/fhzw
凤凰中文,https://cdn.qd.je/163189.php?id=fhzw
凤凰中文,https://live.264788.xyz/channel/fenghuangweishizhongwen?streamid=2f797f6963d4df5f391f48edfa50ff59&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk

凤凰资讯,https://mytv1.kzzc.eu.cc/?url=https://cdn6.cc.cd/163189/fhzx
凤凰资讯,https://cdn.qd.je/163189.php?id=fhzx
凤凰资讯,https://live.264788.xyz/channel/fenghuangweishizixun?streamid=7fb13f400476e75ce6c34d1f40c28473&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk

凤凰电影,http://iot-mqqt.111yao.cn:8080/live/diyp_fhdy.m3u8

TVB星河台,http://rihou.cc:555/tv/[Pd]无线星河

华丽翡翠台,http://119.91.7.169:2026/tv/mg2.php?id=华丽翡翠台
华丽翡翠台,http://rihou.cc:555/tv/[Pd]无线华丽

翡翠台,http://push.cdn1.hls123.de:8080/streams/ef5addc0849/index.m3u8
翡翠台,http://rihou.cc:555/tv/[Pd]无线翡翠

千禧经典台,https://o11.163189.xyz/stream/live/tvbc/

星空卫视,http://111.221.137.234:44330/tsfile/live/0112_2.m3u8?key=txiptv&playlive=0&authid=0

搅珠,#genre#



賽馬專綫,http://bxtv.3a.ink/api.php?id=tvbp

香港有綫18台(國语),http://154.12.94.110:1000/xp.php?id=9

香港搅珠,https://vdm6-hw.nbgdsygs.com/live/h6-2.flv
香港搅珠,https://vdm6-ali.gdtuohang.com/live/h6-2.flv

香港搅珠频道,http://67.220.71.199:2347/livehttpplay?channel_id=30023
香港搅珠频道,https://vdm6-hw.nbgdsygs.com/live/h6-2.flv

香港21:30四九,rtmp://ccc.jihbcr.com/live/kkk

香港21:30一七,https://ccc.puufvum.com/live/629.m3u8

新澳21:30三三,https://play666.macau-lhc.live/live/mosixmark.flv
老澳21:30三三,https://vdm6-ali.oujinghb.com/live/2032-2.flv
新澳21:30四九,https://play888.00853lhc.live/live/mosixmark.flv?t=1710336821937
新澳21:30官方,https://play888.00853lhc.live/live/mosixmark.flv
老澳21:32彩家,https://vdm6-hw.qunleniuniu.com/live/2032-2.flv
老澳21:32播放,https://vdm6-ali.kavimmensucat.com/live/2032-2.flv
老澳21:32开始,https://vdm6-ali.kavimmensucat.com/live/2032-2.flv

老澳21:32官方,https://vdm6-ali.oujinghb.com/live/2032-2.flv



广东频道,#genre#

广东珠江,http://115.190.252.60:26759/gd2/gd.php?id=gd-zj-1
广东珠江,http://lsa.familyds.com:8188/rtp/239.77.0.1:5146
广东珠江,http://cdn2.163189.xyz/live/gdzj/stream.m3u8

广东体育,http://lsa.familyds.com:8188/udp/239.77.0.112:5146
广东体育,http://rihou.cc:555/tv/[At|]广东体育
广东体育,http://php.jdshipin.com/TVOD/iptv.php?id=gdty
广东体育,

广州综合,http://tencentplaygzrb01.gztv.com/live/zonghes.m3u8
广州综合,http://115.29.208.41:34567/gd.php?id=gzzh
广州综合,http://php.jdshipin.com:8880/gztv.php?id=zhonghe
广州影视,http://lsa.familyds.com:8188/udp/239.253.43.73:5146
广州影视,http://php.jdshipin.com:8880/gztv.php?id=yingshi
广州新闻,http://tencentplaygzrb01.gztv.com/live/xinwen.m3u8
广州新闻,http://php.jdshipin.com:8880/gztv.php?id=xinwen
广州竞赛,https://tencentplay.gztv.com/live/jingsai.m3u8?txSecret=49c8041461997c7a97dbcc3c7fd11b4f&txTime=18d00acf487
广州法治,http://iptv.cqshushu.com/gddf.php?id=gzfz&token=5c8e9229d26964074bfdc4de1aacec9f
广州法治,http://php.jdshipin.com:8880/gztv.php?id=fazhi
