🕘️更新时间,#genre#
汕头文旅,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
茂名综合,http://115.29.208.41:34567/gd.php?id=mmzh
茂名综合,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
茂名综合,http://[2605:6400:20:e33:19c6:b2fe:332b:d62d]:9090/live/3012.m3u8
茂名综合,https://hls-gateway.vpstv.net/streams/708982.m3u8
茂名公共,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
4KUHD,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
纪实人文,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
纪实人文,https://stream1.freetv.fun/ipv6-ji-shi-ren-wen-12.m3u8
纪实人文,https://live.fanmingming.cn/tv/哈哈炫动.png"
纪实人文,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225738/index.m3u8
纪实人文,http://ott.mobaibox.com/PLTV/-/224/3221227674/index.m3u8
纪实科教,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
纪实科教,https://hls-gateway.vpstv.net/streams/708837.m3u8
纪实科教,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225729/index.m3u8
纪实科教,http://[2409:8087:5e08:24::11]:6610/000000001000/1000000001000001910/index.m3u8?channel-id=ystenlive&Contentid=1000000001000001910&livemode=1&stbId=3
纪实科教,http://[2605:6400:20:e33:19c6:b2fe:332b:d62d]:9090/live/1445.m3u8
金鹰纪实,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
金鹰纪实,https://live.264788.xyz/channel/jinyingjishi?streamid=b33f7690b2ce36708f54588c53a20742&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
金鹰纪实,https://live.264788.xyz/channel/jinyingjishi?streamid=8613f04bbb24163ffa946e8e078454b3&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
金鹰纪实,https://live.264788.xyz/channel/jinyingjishi?streamid=bcfd639f6519faa0373873f93c140821&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
金鹰纪实,https://live.264788.xyz/channel/jinyingjishi?streamid=4e14722244f78fc9c49bf260b10b3cad&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
超级综艺,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV

🍉┃咪咕频道,#genre#
CCTV-01咪咕,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
CCTV-01咪咕,http://198.204.240.250:82/live/cctv1.m3u8
CCTV-01咪咕,http://223.78.65.165:9901/tsfile/live/0001_1.m3u8?key=txiptv
CCTV-01咪咕,http://joyznm.i234.me:20000/rtp/239.3.1.129:8008
CCTV-01咪咕,http://alist.guangyuan.site:8188/rtp/239.77.0.86:5146
CCTV-02咪咕,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
CCTV-02咪咕,http://223.78.65.165:9901/tsfile/live/0002_1.m3u8?key=txiptv
CCTV-02咪咕,http://221.7.175.154:8445/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-02咪咕,http://alist.guangyuan.site:8188/rtp/239.77.0.137:5146
CCTV-02咪咕,http://esxi.juzhijian.com:8822/rtp/239.16.20.2:10020
CCTV-03咪咕,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
CCTV-03咪咕,http://69.30.245.50/live/cctv3.m3u8
CCTV-03咪咕,http://223.78.65.165:9901/tsfile/live/0003_1.m3u8?key=txiptv
CCTV-03咪咕,http://alist.guangyuan.site:8188/rtp/239.77.0.169:5146
CCTV-03咪咕,http://mg.cttv.vip/624878271
CCTV-04咪咕,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
CCTV-04咪咕,http://38.75.136.137:98/gslb/dsdqpub/cctv4k.m3u8?auth=testpub
CCTV-04咪咕,http://222.89.96.36:8001/hls/4/index.m3u8
CCTV-04咪咕,http://joyznm.i234.me:20000/rtp/239.3.1.105:8092
CCTV-04咪咕,http://youngx.top:4022/rtp/233.18.204.70:5140
CCTV-05咪咕,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
CCTV-05咪咕,http://69.30.245.50/live/cctv5.m3u8
CCTV-05咪咕,http://223.78.65.165:9901/tsfile/live/0005_1.m3u8?key=txiptv
CCTV-05咪咕,http://youngx.top:4022/rtp/233.18.204.71:5140
CCTV-05咪咕,http://rihou.cc:555/tv/[mg]CCTV-05
CCTV-06咪咕,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
CCTV-06咪咕,http://198.204.240.250:82/live/cctv6.m3u8
CCTV-06咪咕,http://69.30.245.50/live/cctv6.m3u8
CCTV-06咪咕,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cctv6hd
CCTV-06咪咕,http://38.75.136.137:98/gslb/dsdqbv/cctv6hd.m3u8?auth=test20251009
CCTV-07咪咕,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
CCTV-07咪咕,http://69.30.245.50/live/cctv7.m3u8
CCTV-07咪咕,http://204.12.221.218:8181/3m1080p/cctv7.m3u8
CCTV-07咪咕,http://198.204.228.26/live/cctv7hd.m3u8
CCTV-07咪咕,http://youngx.top:4022/rtp/233.18.204.73:5140
CCTV-08咪咕,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
CCTV-08咪咕,http://38.75.136.137:98/gslb/dsdqpub/cctv8k.m3u8?auth=testpub
CCTV-08咪咕,http://192.151.150.154/live/cctv8hd.m3u8
CCTV-08咪咕,http://112.123.243.37:50085/tsfile/live/0009_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-08咪咕,http://lbyjlt.vv5678.cn:8880/rtp/239.77.0.172:5146
CCTV-09咪咕,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
CCTV-09咪咕,http://198.204.228.26/live/cctv9hd.m3u8
CCTV-09咪咕,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cctv9hd
CCTV-09咪咕,http://38.75.136.137:98/gslb/dsdqbv/cctv9hd.m3u8?auth=test20251009
CCTV-09咪咕,http://192.151.150.154/live/cctv9hd.m3u8
CCTV-10咪咕,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
CCTV-10咪咕,http://69.30.245.50/live/cctv10.m3u8
CCTV-10咪咕,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cctv10hd
CCTV-10咪咕,http://192.151.150.154/live/cctv10hd.m3u8
CCTV-10咪咕,http://38.75.136.137:98/gslb/dsdqbv/cctv10hd.m3u8?auth=test20251009
CCTV-11咪咕,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
CCTV-11咪咕,http://192.151.150.154/live/cctv11hd.m3u8
CCTV-11咪咕,http://38.75.136.137:98/gslb/dsdqbv/cctv11hd.m3u8?auth=test20251009
CCTV-11咪咕,http://74.91.26.218:82/live/cctv11hd.m3u8
CCTV-11咪咕,http://38.75.136.137:98/gslb/dsdqpub/cctv11hd.m3u8?auth=testpub
CCTV-12咪咕,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
CCTV-12咪咕,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cctv12hd
CCTV-12咪咕,http://38.75.136.137:98/gslb/dsdqpub/cctv12hd.m3u8?auth=testpub
CCTV-12咪咕,http://38.75.136.137:98/gslb/dsdqbv/cctv12hd.m3u8?auth=test20251009
CCTV-12咪咕,http://74.91.26.218:82/live/cctv12hd.m3u8
CCTV-13咪咕,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
CCTV-13咪咕,http://198.204.228.26/live/cctv13hd.m3u8
CCTV-13咪咕,http://74.91.26.218:82/live/cctv13hd.m3u8
CCTV-13咪咕,http://38.75.136.137:98/gslb/dsdqbv/cctv13hd.m3u8?auth=test20251009
CCTV-13咪咕,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cctv13hd
CCTV-14咪咕,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
CCTV-14咪咕,http://38.75.136.137:98/gslb/dsdqbv/cctv14hd.m3u8?auth=test20251009
CCTV-14咪咕,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cctv14hd
CCTV-14咪咕,http://74.91.26.218:82/live/cctv14hd.m3u8
CCTV-14咪咕,http://204.12.221.218:8181/3m1080p/cctv14.m3u8
CCTV-15咪咕,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
CCTV-15咪咕,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cctv15hd
CCTV-15咪咕,http://74.91.26.218:82/live/cctv15hd.m3u8
CCTV-15咪咕,http://38.75.136.137:98/gslb/dsdqpub/cctv15hd.m3u8?auth=testpub
CCTV-15咪咕,http://38.75.136.137:98/gslb/dsdqbv/cctv15hd.m3u8?auth=test20251009
CCTV-16咪咕,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
CCTV-16咪咕,http://38.75.136.137:98/gslb/dsdqbv/cctv16hd.m3u8?auth=test20251009
CCTV-16咪咕,http://38.75.136.137:98/gslb/dsdqpub/cctv16hd.m3u8?auth=testpub
CCTV-16咪咕,http://107.150.60.122/live/cctv16hd.m3u8
CCTV-16咪咕,http://198.204.228.26/live/cctv16hd.m3u8
CCTV-17咪咕,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
CCTV-17咪咕,http://74.91.26.218:82/live/cctv17hd.m3u8
CCTV-17咪咕,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cctv17hd
CCTV-17咪咕,http://38.75.136.137:98/gslb/dsdqpub/cctv17hd.m3u8?auth=testpub
CCTV-17咪咕,http://38.75.136.137:98/gslb/dsdqbv/cctv17hd.m3u8?auth=test20251009
CCTV4欧洲咪咕,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
CCTV4欧洲咪咕,http://mg.cttv.vip/608807419
CCTV4欧洲咪咕,https://raw.githubusercontent.com/mytv-android/mytvJS/refs/heads/main/js/mgd_github.js?channel=CCTV4欧洲
CCTV4欧洲咪咕,https://live.chinacert.cftest5.cn/mg/?id=608807419
CCTV4欧洲咪咕,http://[2409:8087:3c02:21:0:1:0:100a]:6410/shandong_cabletv.live.zte.com////CHANNEL00000350/index.m3u8?IASHttpSessionId=
CCTV4美洲咪咕,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
CCTV4美洲咪咕,http://mg.cttv.vip/608807416
CCTV4美洲咪咕,https://raw.githubusercontent.com/mytv-android/mytvJS/refs/heads/main/js/mgd_github.js?channel=CCTV4美洲
CCTV4美洲咪咕,https://live.chinacert.cftest5.cn/mg/?id=608807416
CCTV4美洲咪咕,http://[2409:8087:3c02:21:0:1:0:100a]:6410/shandong_cabletv.live.zte.com////CHANNEL00000351/index.m3u8?IASHttpSessionId=
CCTV-4咪咕欧洲,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
CCTV-4咪咕美洲,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
CCTV-5+咪咕,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
CCTV-5+咪咕,http://107.150.60.122/live/cctv5p.m3u8
CCTV-5+咪咕,http://223.78.65.165:9901/tsfile/live/0006_1.m3u8?key=txiptv
CCTV-5+咪咕,http://youngx.top:4022/rtp/233.18.204.67:5140
CCTV-5+咪咕,http://rihou.cc:555/tv/[mg]CCTV-5p
CGT西语咪咕,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
CGT阿语咪咕,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
CGT法语咪咕,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
家庭影院咪咕,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
家庭影院咪咕,http://z.b.bkpcp.top/m.php?id=jtyy
动作电影咪咕,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
东方卫视咪咕,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
江苏卫视咪咕,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
江苏卫视咪咕,http://z.b.bkpcp.top/m.php?id=jsws
陕西卫视咪咕,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
陕西卫视咪咕,http://z.b.bkpcp.top/m.php?id=sxws
湖北卫视咪咕,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
湖北卫视咪咕,http://z.b.bkpcp.top/m.php?id=hubws
江西卫视咪咕,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
江西卫视咪咕,http://z.b.bkpcp.top/m.php?id=jxws
海南卫视咪咕,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
军事大片咪咕,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
热剧联播咪咕,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
新片映厅咪咕,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
Y+剧场台咪咕,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV

🍓┃央视频道,#genre#
CCTV-1,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
CCTV-1,http://php.jdshipin.com/TVOD/iptv.php?id=rthk33
CCTV-1,https://smt.858.qzz.io/Smart.php?id=cctv1
CCTV-1,http://iptv.huuc.edu.cn/hls/cctv1hd.m3u8
CCTV-1,https://migu.188766.xyz/?migutoken=6ab86954018858f618ab5c2eb7cfc859&id=CCTV1&type=yy
CCTV-2,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
CCTV-2,https://smt.858.qzz.io/Smart.php?id=cctv2
CCTV-2,http://iptv.huuc.edu.cn/hls/cctv2hd.m3u8
CCTV-2,https://migu.188766.xyz/?migutoken=f3416c907756c9117357e8ed146021e9&id=CCTV2&type=yy
CCTV-2,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225588/index.m3u8
CCTV-3,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
CCTV-3,https://smt.858.qzz.io/Smart.php?id=cctv3
CCTV-3,http://iptv.huuc.edu.cn/hls/cctv3hd.m3u8
CCTV-3,https://migu.188766.xyz/?migutoken=1a449483b4bb801808c1d9f20ca41a29&id=CCTV3&type=yy
CCTV-3,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226471/1.m3u8?
CCTV-4,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
CCTV-4,https://smt.858.qzz.io/Smart.php?id=Cctv4
CCTV-4,https://dash2.antik.sk/live/test_cctv_tizen/playlist.m3u8
CCTV-4,http://iptv.huuc.edu.cn/hls/cctv4hd.m3u8
CCTV-4,https://migu.188766.xyz/?migutoken=e89c6f525c253c27ae6d3d45b0e3d406&id=CCTV4&type=yy
CCTV-5,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
CCTV-5,https://smt.858.qzz.io/Smart.php?id=cctv5
CCTV-5,http://iptv.huuc.edu.cn/hls/cctv5hd.m3u8
CCTV-5,https://www.freetv.top/migu/641886683.m3u8?migutoken=3e5c01f93922de8d1c940fe15bb47349b27e8f7a2e624dde1a83dff3b2a80f58b7624151a3a4d00488edee34f202818557340903382fae02bb754084eb942bd50e59061df36fab62fb5b908903
CCTV-5,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226019/index.m3u8
CCTV-5+,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
CCTV-5+,https://smt.858.qzz.io/Smart.php?id=cctv5plus
CCTV-5+,https://www.freetv.top/migu/641886773.m3u8?migutoken=03a1b82e35e58cd89a95034ecb29e77e50493397000ec2b1e4d1ce59af01e6420d6dbc068c8230ec03be3a35a20eed8714e0959e3570a08713a7a2e8d86085eabf8f1aa85744c80c38343988b2
CCTV-5+,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225603/index.m3u8
CCTV-5+,https://smart.pendy.dpdns.org/Smart.php?id=cctv5plus
CCTV-6,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
CCTV-6,https://smt.858.qzz.io/Smart.php?id=cctv6
CCTV-6,http://iptv.huuc.edu.cn/hls/cctv6hd.m3u8
CCTV-6,https://migu.188766.xyz/?migutoken=f86bd047905dd1bc1610fcf80eda94cf&id=CCTV6&type=yy
CCTV-6,https://hls-gateway.vpstv.net/streams/476890.m3u8
CCTV-7,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
CCTV-7,https://smt.858.qzz.io/Smart.php?id=cctv7
CCTV-7,http://iptv.huuc.edu.cn/hls/cctv7hd.m3u8
CCTV-7,https://migu.188766.xyz/?migutoken=419a5399ffdea7ac4d26cc3d2ac2788c&id=CCTV7&type=yy
CCTV-7,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226946/1.m3u8?
CCTV-8,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
CCTV-8,https://smt.858.qzz.io/Smart.php?id=cctv8hd
CCTV-8,http://iptv.huuc.edu.cn/hls/cctv8hd.m3u8
CCTV-8,https://migu.188766.xyz/?migutoken=3b137cffc353142c6d7f1a00bb407eb7&id=CCTV8&type=yy
CCTV-8,https://hls-gateway.vpstv.net/streams/476892.m3u8
CCTV-9,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
CCTV-9,https://smt.858.qzz.io/Smart.php?id=cctv9hd
CCTV-9,http://iptv.huuc.edu.cn/hls/cctv9hd.m3u8
CCTV-9,https://migu.188766.xyz/?migutoken=379ce64d80e9b2e1cd4c6deae52f24bf&id=CCTV9&type=yy
CCTV-9,https://hls-gateway.vpstv.net/streams/476893.m3u8
CCTV-10,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
CCTV-10,https://smt.858.qzz.io/Smart.php?id=cctv10hd
CCTV-10,http://iptv.huuc.edu.cn/hls/cctv10hd.m3u8
CCTV-10,https://migu.188766.xyz/?migutoken=f8c5c12f585af3734c649c321310f165&id=CCTV10&type=yy
CCTV-10,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226937/1.m3u8?
CCTV-11,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
CCTV-11,https://smt.858.qzz.io/Smart.php?id=cctv11
CCTV-11,http://iptv.huuc.edu.cn/hls/cctv11hd.m3u8
CCTV-11,https://migu.188766.xyz/?migutoken=50679bf783d9523c4b1a1905e6ecef93&id=CCTV11&type=yy
CCTV-11,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225597/index.m3u8
CCTV-12,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
CCTV-12,https://smt.858.qzz.io/Smart.php?id=cctv12
CCTV-12,http://iptv.huuc.edu.cn/hls/cctv12hd.m3u8
CCTV-12,https://migu.188766.xyz/?migutoken=eedba1a801a8a33de72bce787319ccd3&id=CCTV12&type=yy
CCTV-12,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225731/index.m3u8
CCTV-13,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
CCTV-13,https://smt.858.qzz.io/Smart.php?id=cctv13
CCTV-13,http://iptv.huuc.edu.cn/hls/cctv13hd.m3u8
CCTV-13,https://migu.188766.xyz/?migutoken=2f35f43c546c904ff2e2863ffa031828&id=CCTV13&type=yy
CCTV-13,https://hls-gateway.vpstv.net/streams/476899.m3u8
CCTV-14,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
CCTV-14,https://smt.858.qzz.io/Smart.php?id=cctv14
CCTV-14,http://iptv.huuc.edu.cn/hls/cctv14hd.m3u8
CCTV-14,https://event.pull.hebtv.com/jishi/cp2.m3u8
CCTV-14,https://migu.188766.xyz/?migutoken=a88bf3d8cf2e84df6de1a9794820427e&id=CCTV14&type=yy
CCTV-15,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
CCTV-15,https://smt.858.qzz.io/Smart.php?id=cctv15
