🕘️更新时间,#genre#
江门综合,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
江门侨乡生活,http://115.29.208.41:34567/gd.php?id=jmqxsh
江门侨乡生活,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
佛山综合,http://115.29.208.41:34567/gd.php?id=fszh
佛山综合,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
深圳卫视,http://115.29.208.41:34567/gd.php?id=sz1
深圳卫视,http://115.29.208.41:34567/gd.php?id=1206
深圳卫视,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
深圳卫视,https://live.264788.xyz/channel/shenzhenweishi?streamid=f98636f6df884178cf8214971427afc1&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
深圳卫视,https://live.264788.xyz/channel/shenzhenweishi?streamid=f12235d6d3e35c15aa302f9ab171b29a&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
汕头综合,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
汕头经济,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
汕头文旅,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
茂名综合,http://115.29.208.41:34567/gd.php?id=mmzh
茂名综合,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
茂名公共,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
4KUHD,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
纪实人文,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
纪实科教,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
纪实科教,http://120.76.248.139/live/bfgd/4200000113.m3u8
金鹰纪实,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
金鹰纪实,https://live.264788.xyz/channel/jinyingjishi?streamid=b33f7690b2ce36708f54588c53a20742&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
金鹰纪实,https://live.264788.xyz/channel/jinyingjishi?streamid=4e14722244f78fc9c49bf260b10b3cad&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
金鹰纪实,https://live.264788.xyz/channel/jinyingjishi?streamid=8613f04bbb24163ffa946e8e078454b3&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
金鹰纪实,https://live.264788.xyz/channel/jinyingjishi?streamid=bcfd639f6519faa0373873f93c140821&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
超级综艺,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV

🍉┃咪咕频道,#genre#
CCTV-01咪咕,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
CCTV-01咪咕,http://38.75.136.137:98/gslb/dsdqbv/cctv1hd.m3u8?auth=test20251009
CCTV-01咪咕,http://198.204.228.26/live/cctv1hd.m3u8
CCTV-01咪咕,http://123.160.235.136:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-01咪咕,http://youngx.top:4022/rtp/233.18.204.52:5140
CCTV-02咪咕,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
CCTV-02咪咕,http://123.160.235.136:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-02咪咕,http://101.66.199.128:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-02咪咕,http://youngx.top:4022/rtp/233.18.204.68:5140
CCTV-02咪咕,http://223.78.65.165:9901/tsfile/live/0002_1.m3u8?key=txiptv
CCTV-03咪咕,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
CCTV-03咪咕,http://74.91.26.218:82/live/cctv3hd.m3u8
CCTV-03咪咕,http://123.160.235.136:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-03咪咕,http://69.30.245.50/live/cctv3.m3u8
CCTV-03咪咕,http://121.57.88.206:898/hls/3/index.m3u8
CCTV-04咪咕,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
CCTV-04咪咕,http://38.75.136.137:98/gslb/dsdqpub/cctv4k.m3u8?auth=testpub
CCTV-04咪咕,http://123.160.235.136:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-04咪咕,http://youngx.top:4022/rtp/233.18.204.70:5140
CCTV-04咪咕,http://mg.cttv.vip/631780421
CCTV-05咪咕,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
CCTV-05咪咕,http://223.78.65.165:9901/tsfile/live/0005_1.m3u8?key=txiptv
CCTV-05咪咕,http://123.160.235.136:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-05咪咕,http://youngx.top:4022/rtp/233.18.204.71:5140
CCTV-05咪咕,http://rihou.cc:555/tv/[mg]CCTV-05
CCTV-06咪咕,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
CCTV-06咪咕,http://74.91.26.218:82/live/cctv6hd.m3u8
CCTV-06咪咕,http://198.204.240.250:82/live/cctv6.m3u8
CCTV-06咪咕,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cctv6hd
CCTV-06咪咕,http://38.75.136.137:98/gslb/dsdqbv/cctv6hd.m3u8?auth=test20251009
CCTV-07咪咕,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
CCTV-07咪咕,http://198.204.228.26/live/cctv7hd.m3u8
CCTV-07咪咕,http://123.160.235.136:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-07咪咕,http://69.30.245.50/live/cctv7.m3u8
CCTV-07咪咕,http://204.12.221.218:8181/3m1080p/cctv7.m3u8
CCTV-08咪咕,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
CCTV-08咪咕,http://192.151.150.154/live/cctv8hd.m3u8
CCTV-08咪咕,http://38.75.136.137:98/gslb/dsdqpub/cctv8k.m3u8?auth=testpub
CCTV-08咪咕,http://112.123.243.37:50085/tsfile/live/0009_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-08咪咕,http://101.66.199.128:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-09咪咕,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
CCTV-09咪咕,http://198.204.228.26/live/cctv9hd.m3u8
CCTV-09咪咕,http://74.91.26.218:82/live/cctv9hd.m3u8
CCTV-09咪咕,http://192.151.150.154/live/cctv9hd.m3u8
CCTV-09咪咕,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cctv9hd
CCTV-10咪咕,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
CCTV-10咪咕,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cctv10hd
CCTV-10咪咕,http://38.75.136.137:98/gslb/dsdqbv/cctv10hd.m3u8?auth=test20251009
CCTV-10咪咕,http://192.151.150.154/live/cctv10hd.m3u8
CCTV-10咪咕,http://74.91.26.218:82/live/cctv10hd.m3u8
CCTV-11咪咕,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
CCTV-11咪咕,http://38.75.136.137:98/gslb/dsdqbv/cctv11hd.m3u8?auth=test20251009
CCTV-11咪咕,http://38.75.136.137:98/gslb/dsdqpub/cctv11hd.m3u8?auth=testpub
CCTV-11咪咕,http://74.91.26.218:82/live/cctv11hd.m3u8
CCTV-11咪咕,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cctv11hd
CCTV-12咪咕,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
CCTV-12咪咕,http://74.91.26.218:82/live/cctv12hd.m3u8
CCTV-12咪咕,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cctv12hd
CCTV-12咪咕,http://38.75.136.137:98/gslb/dsdqbv/cctv12hd.m3u8?auth=test20251009
CCTV-12咪咕,http://38.75.136.137:98/gslb/dsdqpub/cctv12hd.m3u8?auth=testpub
CCTV-13咪咕,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
CCTV-13咪咕,http://38.75.136.137:98/gslb/dsdqbv/cctv13hd.m3u8?auth=test20251009
CCTV-13咪咕,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cctv13hd
CCTV-13咪咕,http://192.151.150.154/live/cctv13hd.m3u8
CCTV-13咪咕,http://74.91.26.218:82/live/cctv13hd.m3u8
CCTV-14咪咕,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
CCTV-14咪咕,http://74.91.26.218:82/live/cctv14hd.m3u8
CCTV-14咪咕,http://38.75.136.137:98/gslb/dsdqpub/cctv14hd.m3u8?auth=testpub
CCTV-14咪咕,http://204.12.221.218:8181/3m1080p/cctv14.m3u8
CCTV-14咪咕,http://38.75.136.137:98/gslb/dsdqbv/cctv14hd.m3u8?auth=test20251009
CCTV-15咪咕,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
CCTV-15咪咕,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cctv15hd
CCTV-15咪咕,http://74.91.26.218:82/live/cctv15hd.m3u8
CCTV-15咪咕,http://38.75.136.137:98/gslb/dsdqpub/cctv15hd.m3u8?auth=testpub
CCTV-15咪咕,http://38.75.136.137:98/gslb/dsdqbv/cctv15hd.m3u8?auth=test20251009
CCTV-16咪咕,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
CCTV-16咪咕,http://107.150.60.122/live/cctv16hd.m3u8
CCTV-16咪咕,http://38.75.136.137:98/gslb/dsdqpub/cctv16hd.m3u8?auth=testpub
CCTV-16咪咕,http://204.12.221.218:8181/3m1080p/cctv16.m3u8
CCTV-16咪咕,http://198.204.228.26/live/cctv16hd.m3u8
CCTV-17咪咕,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
CCTV-17咪咕,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cctv17hd
CCTV-17咪咕,http://74.91.26.218:82/live/cctv17hd.m3u8
CCTV-17咪咕,http://38.75.136.137:98/gslb/dsdqbv/cctv17hd.m3u8?auth=test20251009
CCTV-17咪咕,http://38.75.136.137:98/gslb/dsdqpub/cctv17hd.m3u8?auth=testpub
CCTV4欧洲咪咕,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
CCTV4美洲咪咕,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
CCTV4美洲咪咕,http://mg.cttv.vip/608807416
CCTV-4咪咕欧洲,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
CCTV-4咪咕美洲,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
CCTV-5+咪咕,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
CCTV-5+咪咕,http://107.150.60.122/live/cctv5p.m3u8
CCTV-5+咪咕,http://153.0.171.163:85/tsfile/live/1015_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-5+咪咕,http://223.78.65.165:9901/tsfile/live/0006_1.m3u8?key=txiptv
CCTV-5+咪咕,http://youngx.top:4022/rtp/233.18.204.67:5140
CGT西语咪咕,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
CGT阿语咪咕,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
CGT法语咪咕,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
家庭影院咪咕,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
动作电影咪咕,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
东方卫视咪咕,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
东方卫视咪咕,http://mg.cttv.vip/651632648
江苏卫视咪咕,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
江苏卫视咪咕,http://221.221.137.78:8888/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0
陕西卫视咪咕,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
湖北卫视咪咕,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
湖北卫视咪咕,http://mg.cttv.vip/947472496
江西卫视咪咕,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
江西卫视咪咕,http://221.221.137.78:8888/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0
海南卫视咪咕,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
军事大片咪咕,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
热剧联播咪咕,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
新片映厅咪咕,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
Y+剧场台咪咕,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV

🍓┃央视频道,#genre#
CCTV-1,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
CCTV-2,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
CCTV-3,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
CCTV-4,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
CCTV-5,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
CCTV-5+,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
CCTV-6,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
CCTV-7,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
CCTV-8,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
CCTV-9,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
CCTV-10,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
CCTV-11,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
CCTV-12,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
CCTV-13,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
CCTV-14,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
CCTV-15,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
CCTV-16,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
CCTV-17,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
CETV-1,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
CETV-1,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cetv1hd
CETV-1,http://38.75.136.137:98/gslb/dsdqpub/cetv1hd.m3u8?auth=testpub
CETV-1,http://198.204.228.26/live/cetv1hd.m3u8
CETV-1,http://107.150.60.122/live/cetv1hd.m3u8
CETV-2,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
CETV-3,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
CETV-3,http://rihou.cc:555/tv/CETV3
CETV-3,http://192.151.150.154/live/cetv3.m3u8
CETV-4,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
CETV-4,http://38.75.136.137:98/gslb/dsdqpub/cetv4.m3u8?auth=testpub
CETV-4,http://tv.zhangzp.top:4022/udp/239.125.1.110:4120

🐧┃卫视频道,#genre#
东方卫视,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
东方卫视,http://107.150.60.122/live/dfwshd.m3u8
东方卫视,http://38.75.136.137:98/gslb/dsdqpub/dfwshd.m3u8?auth=testpub
东方卫视,http://38.75.136.137:98/gslb/dsdqbv/dfwshd.m3u8?auth=test20251009
东方卫视,http://207.56.13.146:81/cdnlive/dfws.m3u8
浙江卫视,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
浙江卫视,http://107.150.60.122/live/zjwshd.m3u8
浙江卫视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=zjwshd
浙江卫视,http://38.75.136.137:98/gslb/dsdqpub/zjwshd.m3u8?auth=testpub
浙江卫视,http://204.12.221.218:8181/3m1080p/zjws.m3u8
湖南卫视,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
湖南卫视,http://107.150.60.122/live/hnwshd.m3u8
湖南卫视,http://38.75.136.137:98/gslb/dsdqpub/hnwshd.m3u8?auth=testpub
湖南卫视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=hnwshd
湖南卫视,http://204.12.221.218:8181/3m1080p/hnws.m3u8
江苏卫视,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
江苏卫视,http://107.150.60.122/live/jswshd.m3u8
江苏卫视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=jswshd
江苏卫视,http://38.75.136.137:98/gslb/dsdqbv/jswshd.m3u8?auth=test20251009
江苏卫视,http://207.56.13.146:81/cdnlive/jsws.m3u8
广东卫视,http://115.29.208.41:34567/gd.php?id=43
广东卫视,http://115.29.208.41:34567/gd.php?id=1182
广东卫视,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
深圳卫视,http://115.29.208.41:34567/gd.php?id=sz1
深圳卫视,http://115.29.208.41:34567/gd.php?id=1206
深圳卫视,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
香港卫视,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
香港卫视,https://hkstv.tv/api/m3u8-proxy?url=http%3A%2F%2Fwebcast.hkstv.tv%2Flivestream%2Fmutfysrq%2Fplaylist.m3u8
北京卫视,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
北京卫视,http://38.75.136.137:98/gslb/dsdqpub/bjwshd.m3u8?auth=testpub
北京卫视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=bjwshd
北京卫视,http://38.75.136.137:98/gslb/dsdqbv/bjwshd.m3u8?auth=test20251009
北京卫视,http://204.12.221.218:8181/3m1080p/bjws.m3u8
湖北卫视,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
湖北卫视,http://204.12.221.218:8181/3m1080p/hbws.m3u8
湖北卫视,http://107.150.60.122/live/hbwshd.m3u8
湖北卫视,http://38.75.136.137:98/gslb/dsdqpub/hbwshd.m3u8?auth=testpub
湖北卫视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=hbwshd
黑龙江卫视,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
黑龙江卫视,http://107.150.60.122/live/hljwshd.m3u8
黑龙江卫视,http://38.75.136.137:98/gslb/dsdqpub/hljwshd.m3u8?auth=testpub
黑龙江卫视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=hljwshd
黑龙江卫视,http://198.204.228.26/live/hljwshd.m3u8
安徽卫视,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
安徽卫视,http://204.12.221.218:8181/3m1080p/ahws.m3u8
安徽卫视,http://38.75.136.137:98/gslb/dsdqpub/ahwshd.m3u8?auth=testpub
安徽卫视,http://107.150.60.122/live/ahwshd.m3u8
安徽卫视,http://198.204.228.26/live/ahwshd.m3u8
重庆卫视,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
重庆卫视,http://204.12.221.218:8181/3m1080p/cqws.m3u8
重庆卫视,http://38.75.136.137:98/gslb/dsdqpub/cqwshd.m3u8?auth=testpub
重庆卫视,http://107.150.60.122/live/cqwshd.m3u8
重庆卫视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cqwshd
东南卫视,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
东南卫视,http://204.12.221.218:8181/3m1080p/dnws.m3u8
东南卫视,http://107.150.60.122/live/dnwshd.m3u8
东南卫视,http://38.75.136.137:98/gslb/dsdqpub/dnwshd.m3u8?auth=testpub
东南卫视,http://198.204.228.26/live/dnwshd.m3u8
甘肃卫视,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
甘肃卫视,https://live.264788.xyz/channel/gansuweishi?streamid=466083ee6981dccb38d23b5556b27f6e&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
甘肃卫视,https://live.264788.xyz/channel/gansuweishi?streamid=ea89500213860e097dbc0aee4897a35e&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
甘肃卫视,http://61.178.227.57:9901/tsfile/live/0110_1.m3u8?key=txiptv
甘肃卫视,http://home.szjim.top:4000/udp/239.77.0.189:5146
广西卫视,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
广西卫视,http://198.204.228.26/live/gxwshd.m3u8
广西卫视,http://107.150.60.122/live/gxwshd.m3u8
广西卫视,http://38.75.136.137:98/gslb/dsdqpub/gxwshd.m3u8?auth=testpub
广西卫视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=gxwshd
贵州卫视,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
贵州卫视,https://live.264788.xyz/channel/guizhouweishi?streamid=091bd59ea031989839c23459bb8cc9d4&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
贵州卫视,https://live.264788.xyz/channel/guizhouweishi?streamid=c2c82d250bd1aa9e46b789794bb578cf&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
贵州卫视,http://bztv.tvbus.cc:8081/cdnlive/gzws.m3u8
贵州卫视,http://101.66.199.171:9901/tsfile/live/0120_1.m3u8?key=txiptv&playlive=0&authid=0
海南卫视,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
海南卫视,http://204.12.221.218:8181/3m1080p/lyws.m3u8
海南卫视,http://alist.guangyuan.site:8188/rtp/239.253.43.35:5146
海南卫视,http://lbyjlt.vv5678.cn:8880/rtp/239.253.43.35:5146
海南卫视,http://ds3622.guangyuan.site:8188/rtp/239.253.43.35:5146
河北卫视,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
河北卫视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=hewshd
河北卫视,http://38.75.136.137:98/gslb/dsdqpub/hewshd.m3u8?auth=testpub
河北卫视,http://204.12.221.218:8181/3m1080p/hews.m3u8
河北卫视,http://173.208.212.130:8181/720p/hews.m3u8
河南卫视,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
河南卫视,http://1.94.31.214/php/hntv.php?id=hnws
河南卫视,http://204.12.221.218:8181/3m1080p/haws.m3u8
河南卫视,http://107.150.60.122/live/hawshd.m3u8
河南卫视,http://youngx.top:4022/rtp/233.18.204.105:5140
吉林卫视,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
吉林卫视,https://live.264788.xyz/channel/jilinweishi?streamid=a5e656c3fae17a05d1371c0e32cfbc77&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
吉林卫视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=jlwshd
吉林卫视,http://38.75.136.137:98/gslb/dsdqpub/jlwshd.m3u8?auth=testpub
吉林卫视,http://204.12.221.218:8181/3m1080p/jlws.m3u8
江西卫视,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
江西卫视,https://live.264788.xyz/channel/jiangxiweishi?streamid=555198f31caa33506ac6abb70d788959&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
江西卫视,http://123.160.235.136:9901/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0
江西卫视,http://101.66.194.121:9901/tsfile/live/0138_1.m3u8?key=txiptv&playlive=0&authid=0
江西卫视,http://101.66.199.171:9901/tsfile/live/0138_1.m3u8?key=txiptv&playlive=0&authid=0
辽宁卫视,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
辽宁卫视,https://live.264788.xyz/channel/liaoningweishi?streamid=45d7919e7279381433994e2e7f5eb57a&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
辽宁卫视,https://live.264788.xyz/channel/liaoningweishi?streamid=f8d749ac7ad7ea324f1048b26156df91&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
辽宁卫视,https://live.264788.xyz/channel/liaoningweishi?streamid=9fcf45f309cbb32ce7584d0ae500d8a6&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
辽宁卫视,http://bztv.tvbus.cc:8081/cdnlive/lnws.m3u8
内蒙古卫视,https://php.946985.filegear-sg.me/mytv265.php?id=CJTV
内蒙古卫视,https://live.264788.xyz/channel/neimengguweishi?streamid=81a015dbecf3031d7d847b7a9b059f67&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
